id,text,label,label_text
10666,"Крошечный размер, запАха абсолютно нет, только как накидка. Ткань не приятная, пояс бумажный, как и ворот у халата. Трусики просто смешные.",0,negative
6636,один единственный плюс товар пришёл очень быстро . но он короткий в длине не так как на фото. один карман совсем маленький другой нормальный.нитки везде торчат. краска выходит на одежду . ткань тонкая синтетика. свою цену не оправдывает. огорчена впервые здесь.,0,negative
58823,"заказ получила быстро- за две недели из Китая. Качество среднее- синтетика липнет к телу. При стирке красится. Но я заказывала с купоном на 5$, поэтому за 200 рублей просто супер.",2,positive
53724,Заказал по распродаже. Хотел сделать сюрприз жене. Ждали долго. Посылка была отправлена быстро но без отслеживания. По истечению срока защиты открыл спор. Продавец предложил еще подождать. Я отказался. Деньги вернули быстро. Я расстроен.,1,neutral
64343,получила быстро. для зимы замечательно подойдет. на 44 размер заказывала L,2,positive
75563,"качество отличное на мой 52 руский драла xl ,подошли посылка пришла раньше заявленого срока",2,positive
581,"Доставка больше трёх месяцев,чашка маломерка, и как помне полная ерунда,бесполезная вещь,неприятный запах,плохо прилипает,не довольна товаром и доставкой так же.",0,negative
15990,заказ так и не был получен.продавец дважды продлевать время отслеживание.а итоге при продлении обязательно забудешь.некомендую покупать товар здесь,0,negative
44977,"голимая синтетика, очень тонкая ткань.",1,neutral
2203,"Неровные строчки, разная по цветовой гамме ткань, торчат нитки.",0,negative
13125,"Заказ собирали насколько помню больше недели, 2 товара в итоге пришло, майка нет. Открыла спор, продавец даже не ответил",0,negative
33011,"Запаха от изделия не было, строчки ровные, нитки не торчат. Но: товар не вполне соответствует тому, что на фотографии, материал оказался на деле дешевле, размер впритык. Если носите 46, то лучше брать L, а может и XL, тогда и смотреться будет лучше (по размеру: маломерка). А так товар пришел быстро, к этому вопросов нет.",1,neutral
66696,"Идеально!обхват груди 88,рост 173",2,positive
4670,"очень не небрежно сшито, по швам дырки и по шву на вороте не обметано,вообщем так себе, халтура. в целом материя и фасон приятен телу.",0,negative
43126,"размер великоват,цвет темнее,чем на фото.",1,neutral
79110,"Платье синтетика, но очень приятное. На размер 46-48 3хl самое оно.",2,positive
42472,"Стразы почти все отлетели сразу, а так блуза по качеству подходит по описанию. На 44 размер брала XL, чуть великовата. Пришла за 2 недели.",1,neutral
4769,"транспортная доставка CDEK ужасная,посылки теряет и поэтому долго шел заказ",0,negative
62091,"Все хорошо, единственное слишком узкая в талии ( 77см у меня). Придется удлинить резинку.",2,positive
72851,"Шорты классные, яркие, на фото получилось блекло(. на размер 44 в самый раз, качество очень хорошее, хлопок.",2,positive
53103,Качество так себе. Краска быстро слезет и будут затрёпанные.,1,neutral
30505,"Выбирала по отзывам, прям пишут супер пижама... мягкая, удобная..На мои 62 кг, размер XL был мал, брюки модно одевать задом наперёд, потому что не понятно где что... Сам материал тоненький, мне на год хватит. Но качество могло быть и лучше.",1,neutral
66580,"Добрый день,товаром дочь очень довольна. При росте 158 подошёл идеально! Все хорошо сделано, все швы прошиты,нитки не торчат.Спасибо за быструю доставку",2,positive
14475,I didn't want this order anymore but seller shipped me it anyway and didn't listened to me,0,negative
66912,"Платье прекрасное, ткань очень приятная к телу! Я довольна! Спасибо",2,positive
3108,Качество ужасное!!,0,negative
3199,"какой не добросовестный продавец. советовал мне на мои поряметры тот размер , котрорый в результате оказался мне мал. не советую данный товар. качество оставляет желать лучшего. бретели сделаны из колючих резинок. не комфотно спать в такой будет. сожалею что связалась с этим продавом и магазином.",0,negative
69159,"Заказала 13 сент, 28-го пришло в Самару. Приятная рубашка, мягкая, сшита нормально. Правда, пуговицы на красно-чёрной рубашке пришиты белыми нитками ))) относительно размера - заказала 2xl, на 48 размер впритык, хотелось бы даже чуточку посвободнее в груди.",2,positive
39730,"Водолазочка тёплая и приятная к телу, но коротковата, рукава короткие на рос 42-44, и у меня с одной стороны маленькие дырочки, которых на другом плече нет, спереди и со спинки она одинаковая. Доставка быстрая",1,neutral
7922,"пуговица держится «на соплях», выглядит как рабочая рубашка. материал вроде натуральный... Не знаю, ожидала другого. посмотрим как носиться будет",0,negative
53887,"Это тонкая футболка с пришитой внизу яркой оборкой синтетической ткани. Ожидала большего. Размерная сетка соответствует, даже с не большим запасом. Продавец нормальный. Трек отслеживался.",1,neutral
63613,"платье из тонкого рубашечного материала приятное на ощупь сама неправильно указала размер начитавшись отзывов .в общем в него поместитась носить буду, у меня живота нет, но можно было заказать на размер побольше на российский 46 надо заказывать L чтобы Было как на картинке.платье стройнит. продавцу процветания!",2,positive
14415,"23 октября я оформила заказ. 29 октября продавец его отправляет. Трек отслеживался полностью. Периодически проверяла где находится мой товар и тут BINGO: товар уже прибыл на мое почтовое отделение. Я соответственно пошла ее (посылку) забирать. И тут началось самое интересное. При получении моей долгожданной блузки я вижу что мне отдают пакет 20 см *10 см. Я естественно удивилась и прям на почте начала вскрывать пакет: там находились: поздравительная открытка на разных языках (включая русский) и какой то непонятный сувенир. В этот же день я написала сообщение продавцу и он меня заверил, что в скором времени мне придет мой товар и все будет ОК и продляет защиту еще на 30 дней. 05.12 мне приходит сообщение от продавца, что мой товар пришел ОБРАТНО В КИТАЙ и просит опять подождать. Я открываю спор. 09.12 служба сайта закрывает мой спор ссылаясь на то, что я товар уже получила. И вот не знаю придет мне моя блузка или нет. Если блузка мне все-таки придет - напишу доп. отзыв.",0,negative
62411,товар пришел. качество хорошее. все понравилось. хороший продавец.,2,positive
73931,"Нормальная юбочка. Мужу понравилась, но широковата в бедрах.",2,positive
14890,"5ХХХL маленький, не соответствует размерам. Выглядит как на фото. Тепленький.",0,negative
66733,и снова СПАСИБО!!! Это третье изделие заказанное в этом магазине . Все на высоте .СПАСИБО,2,positive
39139,"Вот если честно, не знаю, как оценить заказ. Брюки были для мамы. Она хотела черные. А пришли синие. они хорошие, классные, но синие!!! мне было бы классно такой цвет , но у меня размер гораздо меньше. мама расстроена. на фото мои черные, которые тут же заказывала, и мамины эти...",1,neutral
35806,"Колготки неплохие, но продавец невнимательно относится к заказам - вместо одной двух пар прислали только одну. Обманывают, берут деньги за доставку, а не докладывают товар. Так что доставка на каждую пару оплачивается. Будьте внимательны!",1,neutral
33786,"Свитер яркий, как на картинке. Размер не соответствует описанию. S как 50-52размер. Не приятный запах. С продавцом не общалась.",1,neutral
18505,труселя не пришли((,0,negative
79868,"доставка в Крым чуть больше месяца, свитерок просто чудо, очень довольна, продавцу огромное спасибо",2,positive
58723,"Рукава без манжет и странная кулиска, но куртка очень теплая и за такие деньги вообще класс.",2,positive
20156,Отправили большую сетку хотя заказывала маленькую. Очень обидно.,0,negative
77171,"Единый размер. думаю максимум на S и M, не больше. свитер мягкий, цвет соответствует, пришёл в установленные срок. единственное что не понравилось - это ниточки, торчащие на вороте свитера, не знаю что с ними делать. весь вид портят.",2,positive
76213,"Мой рост 172. Параметры 92-64-94, Пальто размера М село отлично. Благородный красный цвет. Хорошая ткань , смотрится дорого. Пришло за 12 дней в Москву )",2,positive
31456,"Трусы не плохие ,но две шт. из пяти не соответствуют заказанным (замена расцветки на худшию),одни из них большего размера,мне велики ,остальные на о.б. 98 сели хорошо.",1,neutral
41001,Никакой это не свитер тонкая синтетика и на ощупь не пойми чего,1,neutral
35394,"качевство все ок,но на взртслой голове смотрится стремно,не суразно,шапка больше на детей до 13 лет",1,neutral
15342,вообще не соответсвует фото. ткань типа футболочной. края не обработаны. нитки болтаются. просто ужас. фотография совсем другой вещи. вместо бахрамешек - куски обрезанной ткани. выбрашенные деньги.,0,negative
5260,"Цвет какой то грязно-желтый, на воротнике затяжки.",0,negative
75411,"Свитерок хороший, пошит аккуратно. Воротник сверху отстёгивается, что очень удобно. Материал приятный, но лучше носить на блузку.",2,positive
12735,"Пришло с браком, кривой воротник",0,negative
76069,Хорошие майки,2,positive
52148,"Очень приятный материал,НО ЦВЕТ ОТЛИЧАЕТСЯ СИЛЬНО, на фото он более сочный! Свитер пришел с 2 пятнами и одной дыркой (((((( БУДУ ПЫТАТЬСЯ ИСПРАВИТЬ!",1,neutral
45525,"Неплохие в целом, но шов штанин и кокетка в лосинах состыкованы не ровно. В икрах как нужно, а в бёдрах и талии великоваты. Лучше на размер меньше взять.",1,neutral
18344,К сожалению ничего не получила. Не знаю потерялась ли где-то в пути или что-то еще... Продавец вернул деньги. Спасибо!,0,negative
6452,"долго шёл, не влезла((",0,negative
33556,"На верх 44 рос р-р большой, чистая синтетика, жаль денег, в жизни не купила бы",1,neutral
79260,"Качество нормальное,но топ оказался очень короткий(((",2,positive
71861,"Большой и теплый.. Оооочень большой и теплый. В общем на мне оказался как то слишком большой) в целом неплохо, но своеобразно",2,positive
66461,"Брала сестре,на рост 165 в самый раз.все хорошо,кроме запаха даже после стирки остался.Спасибо за подарок.",2,positive
78543,"костюм качество нормальное , но очень тоненький",2,positive
41254,Качество хорошее. Заказывал 2xl размер очень маленький на наш 44размер.,1,neutral
65076,"Куртка классная, тёплая. За такие деньги вообще подарок!!! Четыре кармана- два в швах, два на груди... Спасибо!!! Пришла за девять дней в Москву.",2,positive
8572,"Не пришли, хоть и продавец продлевал защиту. Открыла спор, неделю назад точно, деньги не вернули",0,negative
20425,"заказ шел месяц.Лосины очень тонкие.На мой рост 158 длинные , объем бедер 86 широкие.заказывала размер s.вообщем ожидала большего,очень расстроена .",0,negative
70807,"отличный свитшот, мне очень понравился. хорошее качество, принт плотный, думаю продержится побольше, продавец молодец!!!",2,positive
9443,"качество жорошее, но порезы ужасные, как будто просто ножом порезали, нитки торчат, ткань распускается, лучше бы вообще не резали были бы отличные брюки. Открыла спор на возврат товара и денежных средств, решение было вернуть деньги, уже прошло 20 дней денег так и нет!!!!",0,negative
6555,Заказ не пришёл продавец не отвечает .,0,negative
18795,"Ткань-полная фигня.какая-то хлипенькая и неприятная к телу! Думаю,что долго не прослужит",0,negative
23948,"Вместо заказанного размера М пришла футболка размером S( печально , а так классная футболка",0,negative
72045,"Спасибо продавцу! Вещь хорошего качества, посылка пришла за месяц. На 167- 84-65-90 заказала размер xs.",2,positive
6816,"я не получила товар,прошло 2.5 месяца.Продавец пишет,что все отпрпвил.",0,negative
75758,"джинсы супер! На российский 42-44 заказала размер М-немного большие,но не критично. Джинсы как на картинке,пришли за 10 дней до Чебоксар. продавца рекомендую.",2,positive
68487,заказала 24 сентября пришел 10 октября качество отличное нитки не торчат все прекрасно подошло,2,positive
46918,"Размер xl на 46-48 Верх идеально сидит, низ широковат. Кофта говно! верх противная, неприятная на ощуп синтетика, внутри ещё нормальная.... Тонкая! На позднюю весну или раннюю осень! Смотрится неплохо. Этих денег не стоит! Не советую.",1,neutral
48385,заказала розовое пришло савсем не розовое но быстро дошло,1,neutral
4844,"все очень плохо ,вещь не пришла,деньги не вернули,продавец не хотел общаться,короче не заказывайте здесь",0,negative
5660,"заказывал два платья, но отправили сразу только одно. про второе сообщили, что временно отсутствует и будет направлено позже. в итоге пришло одно платье, а вот это так и не дошло. пришлось открывать спор. деньги вернули.",0,negative
11661,"Прислали не мой размер,хотя заказывала по таблице,жаль",0,negative
72864,"хороший свиншот , теплый . удобный .5)) на мой рост 152-s влетела , отлично . спасибо доставка оочень быстрая. в Новоаннинский р-н",2,positive
21864,"просто кошмар !!!! товар не пришёл , хотя я его заказала в апреле 2017 года когда я решила вернуть. деньги , там уже было написано , будто бы я подтвердила получение , хотя это не так , так как шорты не пришли",0,negative
37738,Товар шел больше 2х месяцев. Так и не дошел. Открыла спор. В течении дня деньги вернули.,1,neutral
6579,"Ужаснее продавца я не встречала!!! Качество плохое!!! Пальто не зимнее, не пуховое!!! Пальто не соответствует не описанию, не качеству!!!",0,negative
64294,"На свои 86-64-89 заказала S, вроде ни где не жмёт , но думаю М было бы лучше, и талия пониже и рукава подлиннее , а так вроде все по плечам сидит, дополню рукава и низ ажурной лентой, а то как то дешёвенько смотрятся края !",2,positive
49936,на картинке конечно все выглядит гораздо лучше. по факту - одна синтетика. рукава жёсткая колючая органза. очень короткие даже по китайским меркам. один цветок не до конца пришит и просто болтается. не знаю буду ли вообще носить эту рубашку. зато доставка мега быстрая,1,neutral
59203,"хорошая юбка,цвет светлее чем на фото,тянется,на свой ОБ 110, ОТ95 одела,верх конечно втритык,но длина хорошая 85,сшито хорошо,без дефектов,дошло за 14 дней,трек отслеживался,с продавцом не общалась,за большой заказ наверное положили подарок цепочку с кулончиком,спасибо",2,positive
20268,"Очень редовольна этим товаром! Свитшот маломерит сильно. Ткань резинка. На мой 40 xs,она в облипочку!!!! Ужасное качество. Шнурки как на кроссовках . Из 100/1 балл.",0,negative
20057,"Это ужас какой то, заказывала две разный цветом одинаковым размером, одна нормальная пришла другая фигня какая то, широкие плечи как на мужика кочка, весит мешком(((((",0,negative
40705,"Очень долго ехала посылочка.Трусики запачканые. Конечно всё равно бы постирала, но вдруг бы загрязнение не отстиралось. Качество хорошее.",1,neutral
19254,"Платье пока не мерила, но заказывала вязаное платье как написано у покупателя. А пришло платье тонкая синтетика.....нахрена писать ""вязаное""?",0,negative
37300,Совершенно не соответствует описанию,1,neutral
8374,Заказ так и не отправили. Продавец не общается. Деньги не вернул.,0,negative
80625,Материал и качество хорошее. По размеру.,2,positive
13078,Кофта очень маленькая. У меня обхват груди 100 см в описании товара написано на обхват груди 110. мне эта кофта совершенно не налезла. Она на ребенка. на фото моя кофта с низу а ваша с верху. поэтому вы ввели меня в заблуждение и я требую всю сумму.,0,negative
51608,"К материалу нет притензий, Но на спине полоска ткани идёт криво!",1,neutral
50367,"Бежевое пальто оказалось с оттенком розового. Не совсем то, чего ожидалось. Khaki not the colour of the foto it is more rose",1,neutral
47996,"Заказывала зимние брюки, а прислали тонкие, хотя цена были разная.",1,neutral
80237,"Заказала 14 июля, в Уфу пришла 3 августа. Всё как в описании, по качеству нормальная, в местных магазинах за такую можно и 1000 рублей отдать! Трек не отслеживался.",2,positive
76519,"Качество нормальное! Есть кое -где торчащие ниточки. но не критично! Долго шел, трек не отслеживался, даже открывала спор,но закрыла по просьбе продавца! А сегодня получила свой топик!",2,positive
70195,"Скорость доставки 5. Качество ткани и пошива 5. Но маломерит, носить не смогу. На грудь 103 , размер xl маловат.",2,positive
33981,"пришла, красивая, все как просила, продавец общительный, но уже через неделю поползла по швам, хотя берегу, вешаю только на плечики в машине стараюсь не тянуть, расстроена(((",1,neutral
31748,Пальто шло очень долго (основная причина продавец долго 3 недели отправлял) пришло в мелких пятнах и нитки торчат. А еще пальто очень холодное ....жаль,1,neutral
36687,"За такие деньги можно и джинсу прислать,пришли колготы плотные",1,neutral
47909,"Вязка плотная. Есть дефекты пряжи в виде крупных точек контрастного цвета - пришлось вытягивать крючком на изнанку. На российский 46 рост 175 размер L по плечам хорошо, но рукава короткие. Видимо, вся длина ушла в воротник - он очень длинный. Выглядит свитер сильно проще, чем на фото. Скорее, на прогулки в лес и на дачу.",1,neutral
75703,"Прекрасного качества кофта! Заказала для мамы и она оказалась идеальна. Очень тёплая, мягкая, нашивки хорошего качества и сама вещь супер-милая.",2,positive
79126,"Кофта очень хорошая,мягкая теплая. Качество на высоте. Никаких дефектов не было. На рост 160 см. и вес 37,5 кг. подошло,но немного широковато внизу. Доставка до Тюмени заняла 7 дней. Рекомендую!",2,positive
37373,"Цвет совершенно не соответствует заявленному на фото продавца. Качество хорошее, буду носить. Отдельное ""спасибо"" Почте России, посылка прошла 6 городов прежде, чем прилететь в Краснодар, дебилы блин.",1,neutral
5256,Брак на ткани,0,negative
73090,"Четкий принт, приятный цвет! Покупала в подарок парню, пока не знаю подошло ли, но думаю, будет нормально",2,positive
73753,"Приятного качества, но тоненькие. Для занятий отлично",2,positive
71793,Хорошее пальто. Спасибо продавцу за быструю доставку. Взяли ребёнку 13 лет М- 160/84,2,positive
62105,вполне приличная вещь,2,positive
1514,"Качество совсем не такое как на картинке в описании! Какая-то дешёвая тряпица! К тому же на мой ххл с вторым размером груди грудь не закрывает вообще! На груди две тонкие полоски кружева, которые едва прикрывают сосок!",0,negative
79204,"пришла примерно за месяц, картинке полностью соответствует, размер xl примерно на российский 48-50. тоненькая, приятная на ощупь ткань. для теплых летних вечеров самое то)",2,positive
4582,"Не связывайтесь с этим магазином. Заказ не отправили, а мозги пудрили четыре месяца.",0,negative
10475,"Описание не соответствует. На самом деле длина 60, рукава 59 Через спор вернула деньги",0,negative
17798,"джинсы в целом хорошие, но на талию 60, 24 размер малы",0,negative
43061,на свой размер. l в оптяг xl у этого продавца надо брать на 2 размера больше ралут что качестве во нормальное,1,neutral
24229,"Не соответствует картинке, буквы не такие, сама кофта не длинная, ткань - синтетика, выглядит дёшево и своих денег не стоит!",0,negative
14212,"Ткань очень тонкая , почти прозрачная ! Видно нижнее белье",0,negative
30744,"Леги красивые, но есть не состыковки принта и одна штанина длиннее другой, отнесли в отелье подшивать",1,neutral
15072,"Эта футболка по качеству лучше, но рисунок очень нечеткий",0,negative
44500,"Плохое качество. Пришли с дырой и пуговица отвалилась сразу. Продавец вернул деньги полюбовно, за что спасибо! Очень тонкие и очень сильно тянутся. Думала что не налезут, а в итоге даже кажется что большие.",1,neutral
63124,"Неприятно только то, что нитки торчат! А так блуза хорошая",2,positive
38164,"Платье неплохое , пришло очень быстро , но просвечивается и к сожалению пришло с дыркой. Расстроилась",1,neutral
1343,"Чашка очень маленькая, далеко не Е, отсилы С. Посылка шла очень долго,заказ был 11.11, пришло 10.01",0,negative
79015,"Хороший продавец.Все по размеру.Дошло быстро, до Волгограда за 2 недели .5555555555 звёзд",2,positive
19741,"НЕ СОВЕТУЮ ЗАКАЗЫВАТЬ. ВЕЩЬ НЕ ПРИШЛА, ТАК МНЕ ЕЩЁ И ОТКАЗЫВАЮТ В ВОЗВРАТЕ СРЕДСТВ. ПРИ ЗАКАЗЕ ЭТИХ ЖЕ ДЖИНС В ПЕРВЫЙ РАЗ ОНИ ОШИБЛИСЬ С ЦВЕТОМ, НО Я ПРОМОЛЧАЛА, Т.К ТЁМНО-СИНИЙ ТОЖЕ МНЕ ПОДОШЁЛ. НО СЕЙЧАС ЭТО УЖЕ ПЕРЕБОР. УЖАСНОЕ ОБСЛУЖИВАНИЕ.",0,negative
53217,большеваты в талии,1,neutral
73284,"Отличная кофта, очень мягкая, подошла замечательно, сидит идеально, возможно кому то может показаться что немного коротковата. Имеются бирочки. рекомендую однозначно! доставка за 2 недели!",2,positive
17216,"Поначалу все складывалось удачно - продавец помог определиться с размером и надо сказать правильно, но пуховик пришел с браком - выгоревшее на солнце пятно по линии шва. Пообещал вернуть деньги, правда не сказал сколько, долго просил меня изменить причину спора то на одну, то на другую. В итоге компенсацию мне выплатила администрация сайта 1000 рублей с копейками, лично от продавца ничего. Видно, он специально тянул время ожидая решения владельцев сайта. Ну что ж, придется потерпеть, отходить эту зиму, а на следующий год опять искать новый пуховик, но уже скорее всего в реале(",0,negative
17897,Товар в течении двух недель не отправили. Вернули деньги,0,negative
66749,"все сказано многими покупателями. прекрасная модель. прекрасный пошив. тонкая....на позднюю весну холодное лето...размер ХЛ на 48-50 русский , бедра 106 свободный, но впору...незнаю надо ли меньше или нет...доставка быстря...спасибо продавцу. заказанной модели не было в наличии- попросила другую модель...без вопросов выстал похожий вариант....так что все супер☺☺☺",2,positive
48230,"платье неплохое,описание точное, цвет полностью совпадает,с продавцом не общалась, заказ сделала 28.11, получила 19.12, впринцепе быстро,была бы довольна посылкой если бы не омрачил достаточно заметный брак,расстроило сильно(((( и на самом видном месте...хотела заказать еще зеленое,теперь даже и не знаю..а стоит ли..вдруг такое же придет..",1,neutral
61092,"Отличный товар ! Отличный продавец ! Супер доставка ! На бедра 92 размер М подошел идеально !В них комфортно находится в помещении, ноги не преют, как во всех остальных легинцах которые у меня были с Али. К тому же они реально греют на улице. Был небольшой запах, но после стирки ушел .Я давольна как слон !!! Спасибо !",2,positive
75781,Очень крутой гольф в желтом цвете! Я влюблена! Ссылка на обзор: https://m.itao.com/item/10005801216804,2,positive
52382,"Очень долгая доставка. Посылка пришла на другое почтовое отделение. Ткань приятная к телу. А вот качество пошива ужасное. Швы не ровные, нитки торчат, пройма сильно сборит. Одеть можно только под пиджак. Поэтому только троечка и то с натягом.",1,neutral
40951,"Надпись на спине совсем другая. На ярлыке 35% синтетика, 65% хлопок, но в лучшем случае наоборот. Выглядит не так интересно, как на фото продавца :(",1,neutral
39510,цвет не такой яркий как на фото.вернее вообще не такой,1,neutral
35586,Цвет на много темнее чем я заказывала.,1,neutral
67595,"на 48 размер заказала XL, по размеру, очень приятно к телу, ткань тянется, мне очень понравились, в подарок резинка для волос, рекомендую.",2,positive
47857,хрен доехали 4 месяца ждал,1,neutral
51274,"на рос.40 размер s в груди и в талии велико, в бедрах мало ((",1,neutral
53703,Пришло платье с дыркой!,1,neutral
41328,"Отзывы, конечно, читала, но ТАКОГО ужасного качества не ожидала( Такое ощущение, что резинки на горловину и низ пришили от 60-го размера, или носил кто-то большой и растянул всё. Последний раз заказываю одежду, уж лучше в магазине, где можно увидеть и пощупать.",1,neutral
47791,"Спереди норм, но сзади - висит как ночная рубашка. Дёшево смотрится, но за такую цену оно и понятно.",1,neutral
31397,"Продавец довольно долго сначала не отправлял товар. Так же, сама доставка товара была ну оооочень долгой (защита заказа уже истекла). Сегодня забрала блузку. Когда открыла, в нос ударил резкий неприятный запах (как сказала моя подруга: ""Это Китай, детка""). Очень хотела примерить, потому заткнув нос надела я её на себя. Рукава оказались короткими. Расстроена...",1,neutral
81540,"Товар получила другого размера,но продавец моментально ответил и предложил выслать то,что было заказано.Ставлю отлично за качество товара, за отзывчивость без нервотрёпки!!!Деньги вернули в течении нескольких часов.Рекомендую!",2,positive
77513,Спасибо продавцу),2,positive
69408,"Юбочка пришла за 12 дне, просто космическая доставка. Качество хорошая. Только с размером прогадала( А так замечательная, позже еще возьму",2,positive
81659,"Легинсы супер, размер подошёл идеально, ничего не перетягивает, швы ровные, в каких то местах свободные, не просвечивают. Кто носит М тоже можете брать s и не боятся что будут маленькие",2,positive
66475,"Кофточка приятна к телу, рукава коротковаты. В подарок положили резиночку, приятно)",2,positive
3449,"Сделала заказ 08.08.17 товар не пришёл, деньги не вернули!",0,negative
4156,"к сожалению до меня футболка так и не дошла ,но продавец деньги вернул",0,negative
31238,"Шёл 2 месяца до Москвы,сраный СДЭК.Уши и капюшон слишком маленькие,рукава короткие очень,брала на свой s(вес 50,рост 175) размер L,коротко все и не казисто.Заказывала на мероприятие,шла посылка долго,в итоге оказался не нужен,вот и заказывай за 2 месяца вперёд:(Но если очень нравится-закалывайте,в рашке он вам в 1800 минимум обойдётся.",1,neutral
5285,Размер не соответствует . Xxxxl равен xxl,0,negative
74770,"Платье замечательное, запаха нет, строчки ровные, доставка быстрая, ткань мягкая, рекомендую, На мой 44.5 размер сел идеально, длина чуть выше колена",2,positive
38703,"Кардиган оказался с капюшоном, а так супер.",1,neutral
40269,Товар пришел быстро. Швы не проглажены. А в основном всё хорошо.,1,neutral
10435,"Заказала 28 03 2017 ждала до 02 08 2017. Это очень долго! Спасибо Алиэкспресс,что вернули деньги!",0,negative
66795,классные лосины!!! все как в описании. доставка около месяца. в подарок бриллок положили. спасибо продавцу!,2,positive
64293,"Заказывала у этого продавца два кардигана.Пришёл один синтетика и ужасно электролизуется-это чёрный.Второй поплотнее и приятней к телу-бирюза.И на этикетках разные фирмы,хотя продавец один.Заказывала 2 в один и тот же день,один пришёл на два дня позже.",2,positive
74333,пришло как обещано. Иркутская обоасть.Качество хорошее.На бедра 92 размер S идеально,2,positive
63518,Супер..пришла за 3 недели,2,positive
63114,"Цвет намного красивее чем на фото продавца! Хорошо тянутся материал очень приятный, доставка быстрая трек отслеживался",2,positive
78921,"Отличное платье, ткань тянется и приятная телу, только на мой рост (168) коротковато, придётся подрезать до колена, а так все соответствует",2,positive
12044,размер не соответствует! xxl только на 44-46 российский,0,negative
62098,Заказывала M на 46 российский размер.не угадала.тесная оказалась.придется отдать дочке.у нее 42 ей нормально,2,positive
73930,"все хорошо, только продавец долго отправлял, на рост 168 ог 90, от 70, об 98 все отлично, рукава не короткие. хлопок чувствуется!!!",2,positive
33836,"Ткань хорошая,сшито неплохо,но из-за плотности ткани получился Очень толстый пояс,надевать придется только с верхом навыпуск.Резинка вставлена на меньший размер,вся перекручена.Пришлось переделывать.",1,neutral
12201,"не советую продавца , заказ так и не пришел , деньги вернула только через али , продавец продлял защиту 4 месяца , деньги отказался возвращать .",0,negative
69273,Доставка 3 недели в Адыгею.Блузка понравилась.Запаха нет.Сшита аккуратно.Размер соответствует.Рекомендую товар и продавца.,2,positive
62604,"за эти деньги прям супер, с внутренней стороны тоненький утеплитель, ещё и подарочек резиночка, спасибо огромное продавцу",2,positive
73301,"Носки хорошие, на длину стопы 24,5 в самый притык, доставка быстрая. Продавца рекомендую!!!",2,positive
51776,качество хорошее но с размером он маломерит я брала 5хL в итоге в плечах много в груди мала в талии подошло. модель приталина. выточка на грудь вертикальная длинная и сзади выточка вертикальная.,1,neutral
43285,"Мне пришел один чулок с дыркой . И вообще сидят они плохо , не смотря на то что у меня размер 42 . Как колбаса в сетку .",1,neutral
65777,"Товар пришёл,все по размеру",2,positive
19198,"Очень плохо . Материалы не полиэстер , синтетика и похоже подкладка.а дизайн хорошо",0,negative
58812,Отличная блузка.,2,positive
15963,"Товар не получила, по отслеживанию потерялся в пути. Но продавец сразу вернул деньги, поэтому можно доверять. Возможно, закажу повторно.",0,negative
23595,"Ничего не пришло! И срок истек не успела, спор открыть",0,negative
76223,"Воротник чем-то перепачкан, надеюсь, что отстирается. Но одна звезда - минус.",2,positive
10971,Ужасное качество. Размер прислали меньше,0,negative
49366,Рукава узкие...,1,neutral
